research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater01,utility_rater01
CES201606,606,17,can,met een bal tegen een stapel blikken gooien,bal tegen stapel blikken gooien,throw ball against pile of cans,use can as throw ball against pile of cans,use can as throw ball against pile of cans,2,5
CES201606,600,17,can,begraven,begraven,bury,use can as bury,use can as bury,2,5
CES201606,454,15,can,behang (als je er maar gneoeg naast elkaar plakt),behang,wallpaper,use can as wallpaper,use can as wallpaper,4,3
CES201606,609,17,can,er een bekerhouder van maken,bekerhouder,cup holder,use can as cup holder,use can as cup holder,3,5
CES201606,1173,26,can,mee bellen,bellen,call,use can as call,use can as call,2,4
CES201606,1904,46,can,benzinetank,benzinetank,gas tank,use can as gas tank,use can as gas tank,4,3
CES201606,1963.3,47,can, voor bestek,bestek,specifications,use can as specifications,use can as specifications,4,3
CES201606,1172,26,can,een bierblikje? of voedselconserven?,bierblikje voedselconserven,beer can food preserves,use can as beer can food preserves,use can as beer can food preserves,0,0
CES201606,1816,45,can,bieropener,bieropener,beer opener,use can as beer opener,use can as beer opener,2,5
CES201606,1258.1,28,can,blik in de water,blik water,can of water,use can as can of water,use can as can of water,0,0
CES201606,2139.1,50,can,vier blikjes op hun zij,blikjes,cans,use can as cans,use can as cans,0,0
CES201606,1609,40,can,blikjes gooien,blikjes gooien,throwing cans,use can as throwing cans,use can as throwing cans,2,5
CES201606,1746,44,can,Twee blikjes en een touwtje erdoor om te telefoneren,blikjes touwtje erdoor telefoneren,cans of string through it to make phone calls,use can as cans of string through it to make phone calls,use can as cans of string through it to make phone calls,4,4
CES201606,1578,39,can,bloemen in te zetten,bloemen zetten,put flowers,use can as put flowers,use can as put flowers,2,5
CES201606,278,13,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
CES201606,2015,48,can,boot mee dichtmaken die lekt,boot dichtmaken lekt,closing boat leaking,use can as closing boat leaking,use can as closing boat leaking,4,3
CES201606,1300,29,can,bowlen,bowlen,bowling,use can as bowling,use can as bowling,4,3
CES201606,1127,25,can,bril: twee blikjes met de onderkant eruit,bril blikjes onderkant eruit,glasses cans bottom out,use can as glasses cans bottom out,use can as glasses cans bottom out,5,3
CES201606,799,19,can,wie met zn buik het blikje naar de lijn kan bewegen,buik blikje lijn bewegen,belly can line move,use can as belly can line move,use can as belly can line move,5,5
CES201606,1905,46,can,chemisch afvalvat,chemisch afval vat,chemical waste barrel,use can as chemical waste barrel,use can as chemical waste barrel,4,2
CES201606,1063.1,24,can,je kunt het gebruiken voor creatieve projecten,creatieve projecten,creative projects,use can as creative projects,use can as creative projects,3,3
CES201606,1503,37,can,decoratie,decoratie,decoration,use can as decoration,use can as decoration,3,3
CES201606,2156.2,51,can, deeg rollen of iets anders,deeg rollen anders,dough roll differently,use can as dough roll differently,use can as dough roll differently,3,5
CES201606,460,15,can,denk aan andy warhole,denk Andy Warhol,think Andy Warhol,use can as think Andy Warhol,use can as think Andy Warhol,0,0
CES201606,1903,46,can,deurstopper,deurstopper,door stopper,use can as door stopper,use can as door stopper,2,5
CES201606,1064,24,can,om dingen in op te bergen,dingen bergen,store things,use can as store things,use can as store things,1,5
CES201606,1577,39,can,om dingen in te bewaren,dingen bewaren,save things,use can as save things,use can as save things,1,5
CES201606,1908,46,can,douche kop,douche kop,shower head,use can as shower head,use can as shower head,4,3
CES201606,596,17,can,een draadtelefoon maken,draadtelefoon,wired telephone,use can as wired telephone,use can as wired telephone,2,4
CES201606,1377,30,can,drinkpak,drink pak,drink pack,use can as drink pack,use can as drink pack,1,5
CES201606,375,14,can,iets uit drinken,drinken,drinks,use can as drinks,use can as drinks,1,5
CES201606,789,19,can,drinken,drinken,drinks,use can as drinks,use can as drinks,1,5
CES201606,1256,28,can,om uit te drinken,drinken,drinks,use can as drinks,use can as drinks,1,5
CES201606,1575,39,can,om uit te drinken,drinken,drinks,use can as drinks,use can as drinks,1,5
CES201606,1963.2,47,can, droger,droger,Dryer,use can as Dryer,use can as Dryer,5,1
CES201606,1258.2,28,can, moet je echt op youtube opzoeken!!,echt YouTube opzoeken,really look up YouTube,use can as really look up YouTube,use can as really look up YouTube,0,0
CES201606,1122,25,can,elektriciteitsgeleider,elektriciteitsgeleider,electricity conductor,use can as electricity conductor,use can as electricity conductor,3,4
CES201606,1910,46,can,elektrische verbinding,elektrische verbinding,electrical connection,use can as electrical connection,use can as electrical connection,3,4
CES201606,899,20,can,erop lopen als stelten met touw eraan voor kinderen,erop lopen stelten touw eraan kinderen,"children walk on it with stilts, rope attached to it","use can as children walk on it with stilts, rope attached to it","use can as children walk on it with stilts, rope attached to it",4,4
CES201606,1032,22,can,erop staan als podium (groot blik),erop staan podium,stand on stage,use can as stand on stage,use can as stand on stage,3,4
CES201606,1031,22,can,erop zitten als kruk,erop zitten kruk,sit on stool,use can as sit on stool,use can as sit on stool,2,4
CES201606,611,17,can,eruit drinken,eruit drinken,drink from it,use can as drink from it,use can as drink from it,1,5
CES201606,886,20,can,eruit drinken,eruit drinken,drink from it,use can as drink from it,use can as drink from it,1,5
CES201606,2150,51,can,filmen als sfeer in buurt,filmen sfeer buurt,filming atmosphere neighborhood,use can as filming atmosphere neighborhood,use can as filming atmosphere neighborhood,0,0
CES201606,1376,30,can,fles,fles,bottle,use can as bottle,use can as bottle,3,4
CES201606,802,19,can,gaatjes in prikken,gaatjes prikken,poke holes,use can as poke holes,use can as poke holes,2,5
CES201606,282,13,can,als je er gaatjes in prikt kan je het als douchekop gebruiken,gaatjes prikt douchekop,shower head pokes holes,use can as shower head pokes holes,use can as shower head pokes holes,4,3
CES201606,279,13,can,glas,glas,glass,use can as glass,use can as glass,2,5
CES201606,598,17,can,gooien,gooien,throw,use can as throw,use can as throw,2,5
CES201606,888,20,can,ermee gooien,gooien,throw,use can as throw,use can as throw,2,5
CES201606,455,15,can,gooimateriaal,gooimateriaal,throwing material,use can as throwing material,use can as throwing material,2,5
CES201606,1016,23,can,als grote ketting 'steen' ,grote ketting steen,large chain stone,use can as large chain stone,use can as large chain stone,3,4
CES201606,1021,23,can,om je haar in een knot te doen erom heen,haar knot erom heen,hair bun around it,use can as hair bun around it,use can as hair bun around it,4,3
CES201606,2140,50,can,als haltertjes gebruiken,haltertjes,dumbbells,use can as dumbbells,use can as dumbbells,2,5
CES201606,2151,51,can,hand trainen door verkreukelen,hand trainen verkreukelen,hand training crumple,use can as hand training crumple,use can as hand training crumple,4,4
CES201606,1015,23,can,handtas,handtas,handbag,use can as handbag,use can as handbag,4,2
CES201606,1709,43,can,heet maken en mee koken/bakken,heet koken bakken,heat cooking baking,use can as heat cooking baking,use can as heat cooking baking,2,4
CES201606,1612,40,can,hergebruiken,hergebruiken,reuse,use can as reuse,use can as reuse,1,5
CES201606,1712,43,can,hockeypuk,hockey puck,hockey puck,use can as hockey puck,use can as hockey puck,3,4
CES201606,1216,27,can,hoofddeksel,hoofddeksel,headgear,use can as headgear,use can as headgear,4,4
CES201606,2046,49,can,ijsvormpje,ijs vormpje,ice cream mould,use can as ice cream mould,use can as ice cream mould,5,3
CES201606,2138,50,can,gebruiken als ijshockeypuck,ijshockey puck,ice hockey puck,use can as ice hockey puck,use can as ice hockey puck,3,4
CES201606,1505,37,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
CES201606,1714,43,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
CES201606,1489,36,can,jojo van maken,jojo,yoyo,use can as yoyo,use can as yoyo,5,2
CES201606,387,14,can,als kaarsenhouder,kaarsenhouder,candle holder,use can as candle holder,use can as candle holder,2,5
CES201606,1536,38,can,kaarsenstandaard,kaarsenstandaard,candle stand,use can as candle stand,use can as candle stand,2,5
CES201606,1959,47,can,kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
CES201606,804,19,can,een kaarsje erin doen ter sfeerverlichting,kaarsje erin ter sfeerverlichting,candle in it for mood lighting,use can as candle in it for mood lighting,use can for candle in it for mood lighting,2,5
CES201606,230,12,can,een kauwgum bakje,kauwgum bakje,chewing gum container,use can as chewing gum container,use can as chewing gum container,2,5
CES201606,516,16,can,ketting,ketting,chain,use can as chain,use can as chain,3,3
CES201606,682,18,can,een ketting van maken ,ketting,chain,use can as chain,use can as chain,3,3
CES201606,1491,36,can,ketting van de lipjes,ketting lipjes,chain tabs,use can as chain tabs,use can as chain tabs,3,3
CES201606,685,18,can,gebruiken om met kinderen te knutselen \,kinderen knutselen,children crafting,use can as children crafting,use can as children crafting,3,5
CES201606,891,20,can,het kleindrukken,klein drukken,press small,use can as press small,use can as press small,2,5
CES201606,1028,22,can,klosjes achter je fiets binden,klosjes achter fiets binden,tie bobbins behind bicycle,use can as tie bobbins behind bicycle,use can to tie bobbins behind bicycle,3,5
CES201606,897,20,can,koelen,koelen,cooling,use can as cooling,use can as cooling,2,5
CES201606,1961,47,can,als kom,kom,come,use can as come,use can as come,2,5
CES201606,1174,26,can,kooi van farraday maken,kooi Faraday,Faraday cage,use can as Faraday cage,use can as Faraday cage,3,5
CES201606,1960,47,can,kopje,kopje,little cup,use can as little cup,use can as little cup,2,5
CES201606,1907,46,can,kraan,kraan,crane,use can as crane,use can as crane,5,2
CES201606,459,15,can,kunst,kunst,art,use can as art,use can as art,3,3
CES201606,513,16,can,kunst,kunst,art,use can as art,use can as art,3,3
CES201606,1813,45,can,kunst,kunst,art,use can as art,use can as art,3,3
CES201606,380,14,can,gebruiken in een kunstwerk ,kunstwerk,artwork,use can as artwork,use can as artwork,3,3
CES201606,1911,46,can,kunstwerk,kunstwerk,artwork,use can as artwork,use can as artwork,3,3
CES201606,383,14,can,het labeltje eraf halen en daar een oorbel van maken,labeltje eraf halen oorbel,remove tag from earring,use can as remove tag from earring,use can as remove tag from earring,4,2
CES201606,384,14,can,het labeltje gebruiken en daar iets mee snijden (want het is scherp),labeltje snijden,cutting label,use can as cutting label,use can as cutting label,3,4
CES201606,607,17,can,er een lamp van maken,lamp,lamp,use can as lamp,use can as lamp,4,2
CES201606,1171,26,can,als lampenkap,lampenkap,lampshade,use can as lampshade,use can as lampshade,4,2
CES201606,1030,22,can,lampje van maken,lampje,lamp,use can as lamp,use can as lamp,4,2
CES201606,683,18,can,met het lipje van een blikje een jurkje/ shirtje maken ,lipje blikje jurkje shirtje,lip can dress shirt,use can as lip can dress shirt,use can as lip can dress shirt,3,3
CES201606,1011,23,can,lunchbakje,lunch bakje,lunch tray,use can as lunch tray,use can as lunch tray,2,5
CES201606,895,20,can,meenemen voor onderweg,meenemen onderweg,take with you on road,use can as take with you on road,use can as take with you on road,1,5
CES201606,456,15,can,mes,mes,knife,use can as knife,use can as knife,3,4
CES201606,1215,27,can,mes (eerst open scheuren),mes,knife,use can as knife,use can as knife,3,4
CES201606,793,19,can,zo mooi mogelijk versieren,mooi mogelijk versieren,decorate as best as possible,use can as decorate as best as possible,use can as decorate as best as possible,3,3
CES201606,1913,46,can,moordwapen,moordwapen,murder weapon,use can as murder weapon,use can as murder weapon,3,3
CES201606,2136,50,can,in een muizenhol stoppen zodat die etters er niet meer uit kunnen komen,muizenhol stoppen zodat etters niet komen,block mouse hole so that bugs don't come in,use can as block mouse hole so that bugs don't come in,use can as block mouse hole so that bugs don't come in,5,4
CES201606,1013,23,can,muziek mee maken,muziek,music,use can as music,use can as music,3,4
CES201606,1533,38,can,muziek maken,muziek,music,use can as music,use can as music,3,4
CES201606,378,14,can,muziek mee maken/geluid maken,muziek geluid,music sound,use can as music sound,use can as music sound,3,4
CES201606,1126,25,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
CES201606,377.2,14,can, met zo'n touwtje er tussen) ,n touwtje tussen,a string between them,use can as a string between them,use can as a string between them,3,4
CES201606,890,20,can,het natekenen,natekenen,copy,use can as copy,use can as copy,3,5
CES201606,602,17,can,neerleggen,neerleggen,put down,use can as put down,use can as put down,2,5
CES201606,1217,27,can,neptelefoon,nep telefoon,fake phone,use can as fake phone,use can as fake phone,3,4
CES201606,900,20,can,omver gooien op de kermis,omver gooien kermis,knock over fair,use can as knock over fair,use can as knock over fair,2,5
CES201606,515,16,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
CES201606,893,20,can,openen,openen,open,use can as open,use can as open,1,5
CES201606,2135.2,50,can, openen en lekker coladouchen,openen lekker cola douchen,open nice cola shower,use can as open nice cola shower,use can as open nice cola shower,3,5
CES201606,1170,26,can,openknippen en sierraad van maken,openknippen sieraad,cut open jewelry,use can as cut open jewelry,use can as cut open jewelry,4,3
CES201606,601,17,can,opgaven,opgaven,assignments,use can as assignments,use can as assignments,0,0
CES201606,603,17,can,oprapen,oprapen,pick up,use can as pick up,use can as pick up,2,5
CES201606,1958,47,can,opslag pennen,opslag pennen,storage pens,use can as storage pens,use can as storage pens,2,5
CES201606,1906,46,can,opslag tank,opslag tank,storage tank,use can as storage tank,use can as storage tank,3,4
CES201606,385,14,can,als opvanger voor de regen als het lekt,opvangen regen lekt,collecting rain leaks,use can as collecting rain leaks,use can as collecting rain leaks,3,5
CES201606,1373,30,can,pan met deksel,pan deksel,pan lid,use can as pan lid,use can as pan lid,3,4
CES201606,1027,22,can,pennenbakje,pennenbakje,pencil box,use can as pencil box,use can as pencil box,2,5
CES201606,276,13,can,pennendoos,pennendoos,pencil box,use can as pencil box,use can as pencil box,2,5
CES201606,2139.2,50,can, plank erop en skateboarden,plank erop skateboarden,skateboard on it,use can as skateboard on it,use can as skateboard on it,5,3
CES201606,1018,23,can,plantenbak,plantenbak,planter,use can as planter,use can as planter,2,5
CES201606,1957,47,can,plantenbak,plantenbak,planter,use can as planter,use can as planter,2,5
CES201606,2019,48,can,plantenbak,plantenbak,planter,use can as planter,use can as planter,2,5
CES201606,1372,30,can,plasic bakje met deksel,plastic bakje deksel,plastic container lid,use can as plastic container lid,use can as plastic container lid,2,5
CES201606,1378,30,can,plastic zakje die je kan afsluiten,plastic zakje afsluiten,close plastic bag,use can as close plastic bag,use can as close plastic bag,2,5
CES201606,382,14,can,platstampen en gebruiken bij ijshockey ,plat stampen ijshockey,flattening ice hockey,use can as flattening ice hockey,use can as flattening ice hockey,3,4
CES201606,1487,36,can,Platslaan en voorwerpen van maken,platslaan voorwerpen,smashing objects,use can as smashing objects,use can as smashing objects,3,5
CES201606,1374,30,can,pot met deksel,pot deksel,jar lid,use can as jar lid,use can as jar lid,3,4
CES201606,1014.2,23,can, praten erdoor,praten erdoor,talk through it,use can as talk through it,use can as talk through it,3,4
CES201606,790,19,can,om proberen kapot te maken,proberen kapot,try break,use can as try break,use can as try break,2,5
CES201606,284,13,can,het raam open houden,raam open houden,keep window open,use can as keep window open,use can as keep window open,2,5
CES201606,233,12,can,raketmotor,raketmotor,rocket engine,use can as rocket engine,use can as rocket engine,5,1
CES201606,458,15,can,rammelaar (klipje in blikje),rammelaar,rattle,use can as rattle,use can as rattle,3,4
CES201606,1412,35,can,als rammelaar gebruiken,rammelaar,rattle,use can as rattle,use can as rattle,3,4
CES201606,889,20,can,reclame erop maken,reclame erop,advertising on it,use can as advertising on it,use can as advertising on it,3,5
CES201606,681,18,can,recycelen ,recyclen,recycle,use can as recycle,use can as recycle,2,5
CES201606,887,20,can,het recyclen,recyclen,recycle,use can as recycle,use can as recycle,2,5
CES201606,2156.1,51,can,rollen,rollen,roll,use can as roll,use can as roll,2,5
CES201606,2137,50,can,rollen als bowlingbal,rollen bowlingbal,rolling bowling ball,use can as rolling bowling ball,use can as rolling bowling ball,3,4
CES201606,605,17,can,een ruit ermee ingooien,ruit ingooien,smash window,use can as smash window,use can as smash window,5,4
CES201606,2155.1,51,can,scherp,scherp,sharp,use can as sharp,use can as sharp,0,0
CES201606,1713,43,can,scherpe kant gebruiken om papier te snijden,scherpe kant papier snijden,sharp edge of paper cutting,use can as sharp edge of paper cutting,use can as sharp edge of paper cutting,3,4
CES201606,1535,38,can,schietobject,schietobject,shooting object,use can as shooting object,use can as shooting object,3,3
CES201606,2135.1,50,can,schudden,schudden,shake,use can as shake,use can as shake,1,5
CES201606,896,20,can,schudden voor openen,schudden openen,shake open,use can as shake open,use can as shake open,1,5
CES201606,1912,46,can,seksspeeltje,seksspeeltje,sex toy,use can as sex toy,use can as sex toy,5,2
CES201606,453,15,can,sieraad,sieraad,ornament,use can as ornament,use can as ornament,3,3
CES201606,1710,43,can,sierraad,sieraad,ornament,use can as ornament,use can as ornament,3,3
CES201606,381,14,can,gebruiken als sieradendoosje,sieradendoosje,jewelry box,use can as jewelry box,use can as jewelry box,2,5
CES201606,1063.2,24,can, sinterklaassurprises enzo,Sinterklaas surprises enzo,St. Nicolas surprises and such,use can as St. Nicolas surprises and such,use can as St. Nicolas surprises and such,0,0
CES201606,457,15,can,sleutelhanger (met het klipje van het blikje),sleutelhanger,keychain,use can as keychain,use can as keychain,3,4
CES201606,517,16,can,slingers,slingers,garlands,use can as garlands,use can as garlands,3,5
CES201606,2014,48,can,mee snijden,snijden,cut,use can as cut,use can as cut,3,4
CES201606,2155.2,51,can, snijden,snijden,cut,use can as cut,use can as cut,3,4
CES201606,1124,25,can,soepkom,soepkom,soup bowl,use can as soup bowl,use can as soup bowl,2,5
CES201606,1962,47,can,spaarpot,spaarpot,piggy bank,use can as piggy bank,use can as piggy bank,2,5
CES201606,452,15,can,speelgoed,speelgoed,toys,use can as toys,use can as toys,3,4
CES201606,514,16,can,speelgoed,speelgoed,toys,use can as toys,use can as toys,3,4
CES201606,2013,48,can,speelgoed maken (auto),speelgoed,toys,use can as toys,use can as toys,3,4
CES201606,1411,35,can,speelgoed ervan maken,speelgoed ervan,toys of it,use can as toys of it,use can as toys of it,3,4
CES201606,1488,36,can,speelgoed mee maken voor onder je voeten,speelgoed onder voeten,toys under feet,use can as toys under feet,use can as toys under feet,3,4
CES201606,794,19,can,als spel om om te schieten,spel schieten,shooting game,use can as shooting game,use can as shooting game,3,4
CES201606,450,15,can,spiegel,spiegel,mirror,use can as mirror,use can as mirror,4,2
CES201606,1414,35,can,spullen in bewaren,spullen bewaren,store things,use can as store things,use can as store things,2,5
CES201606,1656,42,can,Op staan,staan,stand,use can as stand,use can as stand,3,4
CES201606,680,18,can,de straat mee vervuilen ,straat vervuilen,pollute street,use can as pollute street,use can as pollute street,2,5
CES201606,229,12,can,tandenborstel houder,tandenborstel houder,toothbrush holder,use can as toothbrush holder,use can as toothbrush holder,2,5
CES201606,277,13,can,tandeborstel houder,tandenborstel houder,toothbrush holder,use can as toothbrush holder,use can as toothbrush holder,2,5
CES201606,1214,27,can,target practice,target practice,target practice,use can as target practice,use can as target practice,0,0
CES201606,379,14,can,tegen iemands hoofd aan gooien (wapen),tegen iemands hoofd gooien,throw at someone's head,use can as throw at someone's head,use can as throw at someone's head,3,5
CES201606,1576,39,can,om tegen aan te schoppen,tegen schoppen,against kicking,use can as against kicking,use can as against kicking,3,5
CES201606,2148,51,can,tegen aan tikken voor muziek,tegen tikken muziek,against tapping music,use can as against tapping music,use can as against tapping music,3,4
CES201606,281,13,can,een telefoon,telefoon,telephone,use can as telephone,use can as telephone,3,4
CES201606,1123,25,can,als telefoon met twee blikjes en een touwtje,telefoon blikjes touwtje,telephone cans string,use can as telephone cans string,use can as telephone cans string,3,4
CES201606,898,20,can,telefoon van maken met lijn ertussen,telefoon lijn ertussen,telephone line between them,use can as telephone line between them,use can as telephone line between them,3,4
CES201606,377.1,14,can,gebruiken als telefoon (je weet wel,telefoon weet wel,phone knows,use can as phone knows,use can as phone knows,3,4
CES201606,1909,46,can,telefoonhoesje,telefoonhoesje,phone case,use can as phone case,use can as phone case,5,2
CES201606,795,19,can,ter positie aanduiding (strategie bespreken),ter positie aanduiding,for position indication,use can as for position indication,use can for for position indication,4,4
CES201606,1375,30,can,thermoskan,thermoskan,thermos,use can as thermos,use can as thermos,4,4
CES201606,604,17,can,een toren van blikjes maken,toren blikjes,tower cans,use can as tower cans,use can as tower cans,2,5
CES201606,1014.1,23,can,met touw eraan en dan iets doorgeven,touw eraan doorgeven,pass rope through it,use can as pass rope through it,use can as pass rope through it,4,4
CES201606,1125,25,can,trommel,trommel,drum,use can as drum,use can as drum,3,4
CES201606,2154,51,can,in tuin tegen katten,tuin tegen katten,garden against cats,use can as garden against cats,use can as garden against cats,3,3
CES201606,1128,25,can,tunnel voor mieren of andere kleine dieren,tunnel mieren kleine dieren,tunnel ants small animals,use can as tunnel ants small animals,use can as tunnel ants small animals,5,4
CES201606,800,19,can,tussen twee buiken het blikje naar een andere kant toebrengen,tussen buiken blikje kant toebrengen,Apply can of lace between bellies,use can as Apply can of lace between bellies,use can as Apply can of lace between bellies,4,5
CES201606,1814,45,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
CES201606,231,12,can,een vaasjr,vaasje,vase,use can as vase,use can as vase,2,5
CES201606,386,14,can,als vaasje,vaasje,vase,use can as vase,use can as vase,2,5
CES201606,2153.2,51,can, een val,val,fall,use can as fall,use can as fall,4,3
CES201606,599,17,can,vangen,vangen,catch,use can as catch,use can as catch,3,5
CES201606,608,17,can,er een ventilator van maken,ventilator,fan,use can as fan,use can as fan,5,1
CES201606,1020,23,can,verrekijker (met lens erin),verrekijker,binoculars,use can as binoculars,use can as binoculars,5,2
CES201606,803,19,can,versieren zo mooi mogelijk,versieren mooi mogelijk,decorate as nicely as possible,use can as decorate as nicely as possible,use can as decorate as nicely as possible,3,3
CES201606,797,19,can,wie het verst kan gooien,verst gooien,throw furthest,use can as throw furthest,use can as throw furthest,3,5
CES201606,798,19,can,wie het verst kan schieten,verst schieten,shoot furthest,use can as shoot furthest,use can as shoot furthest,3,5
CES201606,1492,36,can,gebruien als versteviging van muren oid,versteviging muren oid,"reinforcement of walls, etc","use can as reinforcement of walls, etc","use can as reinforcement of walls, etc",3,4
CES201606,597,17,can,het vertrappen,vertrappen,trample,use can as trample,use can as trample,2,5
CES201606,892,20,can,verzamelen voor statiegeld ,verzamelen statiegeld,collect deposit,use can as collect deposit,use can as collect deposit,2,5
CES201606,1964,47,can,viskom,viskom,fish bowl,use can as fish bowl,use can as fish bowl,2,5
CES201606,1257,28,can,als voetbal,voetbal,football,use can as football,use can as football,3,5
CES201606,1504,37,can,voetbal,voetbal,football,use can as football,use can as football,3,5
CES201606,1711,43,can,voetbal,voetbal,football,use can as football,use can as football,3,5
CES201606,1413,35,can,ermee voetballen,voetballen,play football,use can as play football,use can as play football,3,5
CES201606,1745,44,can,Voetballen,voetballen,play football,use can as play football,use can as play football,3,5
CES201606,2134,50,can,mee voetballen,voetballen,play football,use can as play football,use can as play football,3,5
CES201606,791,19,can,als voorbeeld van afval,voorbeeld afval,example waste,use can as example waste,use can as example waste,2,5
CES201606,1019,23,can,voorraaddoos,voorraaddoos,storage box,use can as storage box,use can as storage box,1,5
CES201606,1490,36,can,vullen,vullen,fill,use can as fill,use can as fill,1,5
CES201606,801.1,19,can,vullen met water,vullen water,fill water,use can as fill water,use can as fill water,1,5
CES201606,232,12,can,een wapen,wapen,weapon,use can as weapon,use can as weapon,3,5
CES201606,283,13,can,als wapen,wapen,weapon,use can as weapon,use can as weapon,3,5
CES201606,1299,29,can,wapen,wapen,weapon,use can as weapon,use can as weapon,3,5
CES201606,2018,48,can,wasbak van maken,wasbak,sink,use can as sink,use can as sink,4,2
CES201606,1817,45,can,wateropvanger,water opvangen,collect water,use can as collect water,use can as collect water,3,5
CES201606,801.2,19,can, om water te verplaatsen,water verplaatsen,move water,use can as move water,use can as move water,3,5
CES201606,2016,48,can,water verzamelen,water verzamelen,collect water,use can as collect water,use can as collect water,3,5
CES201606,1029,22,can,waxinelichtje,waxinelichtje,tea light,use can as tea light,use can as tea light,2,5
CES201606,792,19,can,om weg te gooien,weg gooien,throw away,use can as throw away,use can as throw away,1,5
CES201606,1169,26,can,weggooien,weggooien,throw away,use can as throw away,use can as throw away,1,5
CES201606,2152,51,can,werpen,werpen,throw,use can as throw,use can as throw,2,5
CES201606,2153.1,51,can,wespenvangen,wespen vangen,catch wasps,use can as catch wasps,use can as catch wasps,4,4
CES201606,894,20,can,wespen ermee vangen als je er cola in doet,wespen vangen cola doet,catching wasps cola does,use can as catching wasps cola does,use can as catching wasps cola does,4,4
CES201606,1017,23,can,zodat de deur niet dichtvalt,zodat deur niet dichtvalt,so that door does not close,use can as so that door does not close,use can as so that door does not close,2,5
CES201606,1610,40,can,aan een zwerver geven die blikjes ophaalt,zwerver geven blikjes ophaalt,vagabond giving cans collecting them,use can as vagabond giving cans collecting them,use can as vagabond giving cans collecting them,5,
