research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
CES201606,1254,28,stick,om honden mee te  vermaken,honden vermaken,entertain dogs,use stick as entertain dogs,use stick as entertain dogs,2,5
CES201606,1604,40,stick,hondenspeelgoed,hondenspeelgoed,dog toys,use stick as dog toys,use stick as dog toys,2,5
CES201606,1900,46,stick,hondenspeeltje,hondenspeeltje,dog toy,use stick as dog toy,use stick as dog toy,2,5
CES201606,507,16,stick,honkbalknuppel,honkbalknuppel,baseball bat,use stick as baseball bat,use stick as baseball bat,3,4
CES201606,1253,28,stick,als honkbalknupel,honkbalknuppel,baseball bat,use stick as baseball bat,use stick as baseball bat,3,4
CES201606,2142.1,51,stick,iets hoogs wegkrijgen,hoog wegkrijgen,get high,use stick as get high,use stick as get high,2,5
CES201606,1706,43,stick,hoogspringen,hoogspringen,high jump,use stick as high jump,use stick as high jump,3,5
CES201606,777,19,stick,om een hoogte aan te geven,hoogte geven,give information,use stick as give information,use stick as give information,3,5
CES201606,1213,27,stick,houdfiguur uit slijpen,houdfiguur slijpen,sharpening holding figure,use stick as sharpening holding figure,use stick as sharpening holding figure,3,3
CES201606,2141,51,stick,hulpmiddel lopen,hulpmiddel lopen,walking aid,use stick as walking aid,use stick as walking aid,2,5
CES201606,671,18,stick,om een hut mee te bouwen ,hut bouwen,build hut,use stick as build hut,use stick as build hut,3,4
CES201606,785,19,stick,om een hut mee te bouwen,hut bouwen,build hut,use stick as build hut,use stick as build hut,3,4
CES201606,993,23,stick,een hut bouwen,hut bouwen,build hut,use stick as build hut,use stick as build hut,3,4
CES201606,1211,27,stick,hut bouwen,hut bouwen,build hut,use stick as build hut,use stick as build hut,3,4
CES201606,1571,39,stick,om een hut mee te bouwen,hut bouwen,build hut,use stick as build hut,use stick as build hut,3,4
CES201606,882,20,stick,een ijsvogel op laten landen,ijsvogel laten landen,landing kingfisher,use stick as landing kingfisher,use stick as landing kingfisher,4,3
CES201606,1366,30,stick,ijzeren buis,ijzeren buis,iron pipe,use stick as iron pipe,use stick as iron pipe,0,0
CES201606,672,18,stick,om een kano mee te bouwen ,kano bouwen,build canoe,use stick as build canoe,use stick as build canoe,3,3
CES201606,994,23,stick,iets kapot slaan,kapot slaan,smash,use stick as smash,use stick as smash,2,4
CES201606,224,12,stick,een kapstop,kapstok,coat rack,use stick as coat rack,use stick as coat rack,3,4
CES201606,1499,37,stick,kapstok,kapstok,coat rack,use stick as coat rack,use stick as coat rack,3,4
CES201606,1700,43,stick,kapstok,kapstok,coat rack,use stick as coat rack,use stick as coat rack,3,4
CES201606,1954,47,stick,iets van de kast halen,kast halen,get closet,use stick as get closet,use stick as get closet,2,4
CES201606,1369,30,stick,keramiek,keramiek,ceramics,use stick as ceramics,use stick as ceramics,4,3
CES201606,1701,43,stick,kettinkjes houer,kettinkjes houder,necklace holder,use stick as necklace holder,use stick as necklace holder,3,4
CES201606,594,17,stick,er een kip op zetten,kip zetten,put chicken,use stick as put chicken,use stick as put chicken,4,3
CES201606,1955,47,stick,als kledingrek,kledingrek,clothing rack,use stick as clothing rack,use stick as clothing rack,3,4
CES201606,1483,36,stick,als klem gebruike,klem,clamp,use stick as clamp,use stick as clamp,3,4
CES201606,1026,22,stick,knapzakje mee maken,knapzakje,knapsack,use stick as knapsack,use stick as knapsack,3,5
CES201606,373,14,stick,mee krabben op je rug als je jeuk hebt,krabben rug jeuk hebt,scratch your back itch,use stick as scratch your back itch,use stick as scratch your back itch,3,5
CES201606,226,12,stick,een krabber,krabber,scraper,use stick as scraper,use stick as scraper,3,5
CES201606,1808,45,stick,kunst,kunst,art,use stick as art,use stick as art,3,3
CES201606,1168,26,stick,kunstwerk van maken,kunstwerk,artwork,use stick as artwork,use stick as artwork,3,3
CES201606,877,20,stick,en dan lakken,lakken,lacquer,use stick as lacquer,use stick as lacquer,2,3
CES201606,783,19,stick,om een lengte aan te geven,lengte geven,give length,use stick as give length,use stick as give length,3,4
CES201606,1570,39,stick,om op te leunen,leunen,lean,use stick as lean,use stick as lean,2,4
CES201606,1654,42,stick,als limbo gebruiken,limbo,limbo,use stick as limbo,use stick as limbo,3,4
CES201606,2128,50,stick,limbodansen,limbo dansen,limbo dancing,use stick as limbo dancing,use stick as limbo dancing,3,4
CES201606,440,15,stick,limbo koord,limbo koord,limbo cord,use stick as limbo cord,use stick as limbo cord,3,4
CES201606,1707,43,stick,limbo stok,limbo stok,limbo stick,use stick as limbo stick,use stick as limbo stick,3,4
CES201606,771,19,stick,om mee te lopen,lopen,walk,use stick as walk,use stick as walk,2,5
CES201606,779,19,stick,om op te lopen,lopen,walk,use stick as walk,use stick as walk,2,5
CES201606,446,15,stick,marionette,marionet,puppet,use stick as puppet,use stick as puppet,5,3
CES201606,1738,44,stick,Martelwerktuig,martelwerktuig,instrument of torture,use stick as instrument of torture,use stick as instrument of torture,3,4
CES201606,674,18,stick,om meubels mee te bouwen \,meubels bouwen,building furniture,use stick as building furniture,use stick as building furniture,3,3
CES201606,1897,46,stick,moordwapen*,moordwapen,murder weapon,use stick as murder weapon,use stick as murder weapon,2,4
CES201606,2042,49,stick,moordwapen,moordwapen,murder weapon,use stick as murder weapon,use stick as murder weapon,2,4
CES201606,1896,46,stick,moorwapen,moorwapen,murder weapon,use stick as murder weapon,use stick as murder weapon,2,4
CES201606,1482,36,stick,motorkap open houden,motorkap open houden,keep hood open,use stick as keep hood open,use stick as keep hood open,3,5
CES201606,1953,47,stick,om een muis van onder de bank weg te jagen,muis onder bank weg jagen,chase mouse away from under couch,use stick as chase mouse away from under couch,use stick as chase mouse away from under couch,4,4
CES201606,1001,23,stick,muziekmaken,muziekmaken,make music,use stick as make music,use stick to make music,3,4
CES201606,670,18,stick,nordic walking tsok ,nordic walking stok,nordic walking stick,use stick as nordic walking stick,use stick as nordic walking stick,2,5
CES201606,1650,42,stick,iets omhoog houden ,omhoog houden,hold up,use stick as hold up,use stick as hold up,3,4
CES201606,1608,40,stick,ondersteunen,ondersteunen,support,use stick as support,use stick as support,2,5
CES201606,2012,48,stick,ondersteunen bij lopen,ondersteunen lopen,support walking,use stick as support walking,use stick as support walking,2,5
CES201606,1056,24,stick,ondersteuning bij het lopen,ondersteuning lopen,walking support,use stick as walking support,use stick as walking support,2,5
CES201606,1408,35,stick,als ondersteuning bij lopen,ondersteuning lopen,walking support,use stick as walking support,use stick as walking support,2,5
CES201606,1532,38,stick,ondersteuning voor planten,ondersteuning planten,support plants,use stick as support plants,use stick as support plants,2,5
CES201606,1060,24,stick,ondersteuning voor planten bij het groeien,ondersteuning planten groeien,support plants growing,use stick as support plants growing,use stick as support plants growing,2,5
CES201606,1370,30,stick,opgerold blik,opgerold blik,rolled up look,use stick as rolled up look,use stick as rolled up look,0,0
CES201606,1371,30,stick,opgerolde c of keukenrollen en deze doordrenken met papier mache en laten drogen,opgerolde wc keukenrollen doordrenken papier maché laten drogen,soak rolled up toilet paper towels in paper mache and allow to dry,use stick as soak rolled up toilet paper towels in paper mache and allow to dry,use stick as soak rolled up toilet paper towels in paper mache and allow to dry,4,2
CES201606,592,17,stick,opgraven,opgraven,dig up,use stick as dig up,use stick as dig up,2,5
CES201606,1478,36,stick,je aan optrekken,optrekken,pull up,use stick as pull up,use stick as pull up,3,5
CES201606,439,15,stick,paal,paal,pole,use stick as pole,use stick as pole,2,5
CES201606,511,16,stick,paal,paal,pole,use stick as pole,use stick as pole,2,5
CES201606,1117,25,stick,paal om op te staan,paal staan,stand on pole,use stick as stand on pole,use stick as stand on pole,2,5
CES201606,1651,42,stick,paaldansen,paaldansen,pole dancing,use stick as pole dancing,use stick as pole dancing,2,5
CES201606,365,14,stick,bij het paardrijden om je paard sneller te laten gaan (zweepje),paardrijden paard sneller laten gaan,horse riding make horse go faster,use stick as horse riding make horse go faster,use stick to horse riding make horse go faster,2,5
CES201606,2009,48,stick,pijl van maken,pijl,arrow,use stick as arrow,use stick as arrow,3,4
CES201606,1480,36,stick,planten opbinden,planten opbinden,tie up plants,use stick as tie up plants,use stick to tie up plants,2,5
CES201606,1951,47,stick,planten steunen,planten steunen,support plants,use stick as support plants,use stick as support plants,2,5
CES201606,1249,28,stick,om poep mee van je schoen te halen,poep schoen halen,pick up poop shoe,use stick as pick up poop shoe,use stick as pick up poop shoe,2,5
CES201606,1023,22,stick,poolstok springen,polsstok springen,pole vaulting,use stick as pole vaulting,use stick as pole vaulting,3,4
CES201606,2123,50,stick,polsstokhoogspringen,polsstokhoogspringen,pole vaulting,use stick as pole vaulting,use stick as pole vaulting,3,4
CES201606,2145.1,51,stick,prikken in de grond,prikken grond,prick ground,use stick as prick ground,use stick as prick ground,2,5
CES201606,443,15,stick,prikker,prikker,pricker,use stick as pricker,use stick as pricker,2,5
CES201606,775,19,stick,om een punt aan te duiden,punt duiden,indicate point,use stick as indicate point,use stick to indicate point,2,5
CES201606,368,14,stick,een raam inslaan,raam inslaan,smash window,use stick as smash window,use stick as smash window,2,4
CES201606,996,23,stick,een raam niet dicht laten vallen,raam niet dicht laten vallen,do not let window close,use stick as do not let window close,use stick as do not let window close,3,4
CES201606,275,13,stick,het raam mee open houden,raam open houden,keep window open,use stick as keep window open,use stick as keep window open,3,4
CES201606,1891,46,stick,raam open houden,raam open houden,keep window open,use stick as keep window open,use stick as keep window open,3,4
CES201606,1210,27,stick,ramen breken,ramen breken,breaking windows,use stick as breaking windows,use stick as breaking windows,2,4
CES201606,274,13,stick,de regenpijp mee ontstoppen ,regenpijp ontstoppen,unclog drainpipe,use stick as unclog drainpipe,use stick as unclog drainpipe,3,4
CES201606,1704,43,stick,*roede,roede,rod,use stick as rod,use stick as rod,3,4
CES201606,1812,45,stick,roeispaan,roeispaan,oar,use stick as oar,use stick as oar,4,3
CES201606,369,14,stick,mee roeren in een pan,roeren pan,stirring pan,use stick as stirring pan,use stick as stirring pan,4,4
CES201606,1296,29,stick,roerijzer,roerijzer,stirrer,use stick as stirrer,use stick as stirrer,4,4
CES201606,448,15,stick,je kunt je rug recht zetten met een stok,rug recht zetten stok,straighten back stick,use stick as straighten back stick,use stick as straighten back stick,4,3
CES201606,1501,37,stick,ruggenkrabber,ruggenkrabber,back scratcher,use stick as back scratcher,use stick as back scratcher,2,5
CES201606,593,17,stick,er samen aan trekken,samen trekken,constrict,use stick as constrict,use stick as constrict,3,4
CES201606,271,13,stick,als je er op schrijft en in de tuin drukt bij je planten laat het zien welke plant het is,schrijft tuin drukt planten laat zien welke plant,writes garden prints plants shows which plant,use stick as writes garden prints plants shows which plant,use stick as writes garden prints plants shows which plant,3,5
CES201606,876,20,stick,je kan het schuren,schuren,sand,use stick as sand,use stick as sand,2,4
CES201606,1895,46,stick,seksspeeltje,seksspeeltje,sex toy,use stick as sex toy,use stick as sex toy,2,3
CES201606,875,20,stick,al sierobject,sierobject,ornamental object,use stick as ornamental object,use stick as ornamental object,3,3
CES201606,364,14,stick,iemand mee slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,583,17,stick,iemand slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,772,19,stick,om mee te slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,874,20,stick,iemand ermee slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,1025,22,stick,ermee slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,1055,24,stick,je kunt er mee slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,1118,25,stick,om mee te slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,1250,28,stick,iemand mee slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,1531,38,stick,slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,1648,42,stick,Slaan,slaan,beat,use stick as beat,use stick as beat,2,5
CES201606,441,15,stick,je kunt iemand slaan met een stok,slaan stok,hitting stick,use stick as hitting stick,use stick as hitting stick,2,5
CES201606,1409,35,stick,als slagboom gebruikewn,slagboom,barrier,use stick as barrier,use stick as barrier,3,4
CES201606,449,15,stick,spalk,spalk,splint,use stick as splint,use stick as splint,3,4
CES201606,1212,27,stick,spalk,spalk,splint,use stick as splint,use stick as splint,3,4
CES201606,509,16,stick,speelgoed,speelgoed,toys,use stick as toys,use stick as toys,2,5
CES201606,1059,24,stick,speelgoed voor een hond,speelgoed hond,toy dog,use stick as toy dog,use stick as toy dog,2,5
CES201606,272,13,stick,als speer,speer,javelin,use stick as javelin,use stick as javelin,2,4
CES201606,447,15,stick,speer,speer,javelin,use stick as javelin,use stick as javelin,2,4
CES201606,1500,37,stick,speer,speer,javelin,use stick as javelin,use stick as javelin,2,4
CES201606,1743,44,stick,Speer,speer,javelin,use stick as javelin,use stick as javelin,2,4
CES201606,2045,49,stick,speer,speer,javelin,use stick as javelin,use stick as javelin,2,4
CES201606,2008,48,stick,speerwerpen,speerwerpen,javelin throwing,use stick as javelin throwing,use stick as javelin throwing,2,4
CES201606,2125,50,stick,speerwerpen,speerwerpen,javelin throwing,use stick as javelin throwing,use stick as javelin throwing,2,4
CES201606,1024,22,stick,spelen met de hond,spelen hond,play dog,use stick as play dog,use stick as play dog,2,5
CES201606,1652,42,stick,op staan,staan,stand,use stick as stand,use stick as stand,2,3
CES201606,512,16,stick,stang,stang,Rod,use stick as Rod,use stick as Rod,2,4
CES201606,1893,46,stick,stoel,stoel,chair,use stick as chair,use stick as chair,3,3
CES201606,678,18,stick,als stoel poor ,stoel poot,chair leg,use stick as chair leg,use stick as chair leg,3,3
CES201606,221,12,stick,een stoelpoot,stoelpoot,chair leg,use stick as chair leg,use stick as chair leg,3,3
CES201606,1807,45,stick,stok achter de deur,stok achter deur,big stick,use stick as big stick,use stick as big stick,0,0
CES201606,1162,26,stick,heeft een stok een toepassing?,stok toepassing,stick application,use stick as stick application,use stick as stick application,0,0
CES201606,2004,48,stick,stokgevecht,stokgevecht,stick fight,use stick as stick fight,use stick to stick fight,2,3
CES201606,588,17,stick,hem in twee stokken zagen,stokken zagen,sawing sticks,use stick as sawing sticks,use stick as sawing sticks,2,4
CES201606,1255,28,stick,voor stokslagen,stokslagen,caning,use stick as caning,use stick as caning,2,5
CES201606,676,18,stick,sushi eten met twee stokjes ,sushi eten stokjes,sushi food chopsticks,use stick as sushi food chopsticks,use stick as sushi food chopsticks,3,4
CES201606,677,18,stick,als tafel poot ,tafel poot,table leg,use stick as table leg,use stick as table leg,3,3
CES201606,227,12,stick,een tafelpoot,tafelpoot,table leg,use stick as table leg,use stick as table leg,3,3
CES201606,1606,40,stick,tafelpoot,tafelpoot,table leg,use stick as table leg,use stick as table leg,3,3
CES201606,1120,25,stick,tafelpoot wanneer je tafelpoot is afgebroken,tafelpoot wanneer tafelpoot afgebroken,table leg when table leg broken off,use stick as table leg when table leg broken off,use stick as table leg when table leg broken off,3,3
CES201606,1165.2,26,stick, andere technieken waarbij h et werk aan ????????n kant vast moet,technieken waarbij h et werk n kant vast,techniques where work is fixed on one side,use stick as techniques where work is fixed on one side,use stick as techniques where work is fixed on one side,0,0
CES201606,784,19,stick,om iets te tekeken (in zand bijv),tekenen,draw,use stick as draw,use stick as draw,3,5
CES201606,991,23,stick,tekenen in zand,tekenen zand,drawing sand,use stick as drawing sand,use stick as drawing sand,3,5
CES201606,2122,50,stick,tekenen ermee in het zand,tekenen zand,drawing sand,use stick as drawing sand,use stick as drawing sand,3,5
CES201606,2006,48,stick,tekening in zand maken,tekening zand,drawing sand,use stick as drawing sand,use stick as drawing sand,3,5
CES201606,2145.3,51,stick, is tent,tent,tent,use stick as tent,use stick as tent,3,4
CES201606,1407,35,stick,tent bouwen,tent bouwen,build tent,use stick as build tent,use stick as build tent,3,4
CES201606,1057,24,stick,tent mee opzetten,tent opzetten,pitch tent,use stick as pitch tent,use stick as pitch tent,3,4
CES201606,1295,29,stick,tentijzer,tentijzer,tent iron,use stick as tent iron,use stick as tent iron,3,4
CES201606,781,19,stick,om mee te tikken,tikken,tap,use stick as tap,use stick as tap,3,4
CES201606,999,23,stick,iemand aan tikken,tikken,tap,use stick as tap,use stick as tap,3,4
CES201606,585,17,stick,een tomaatje wegslaan,tomaatje wegslaan,throw away tomato,use stick as throw away tomato,use stick as throw away tomato,3,4
CES201606,997,23,stick,touw('stok) trekken,touw trekken,pulling rope,use stick as pulling rope,use stick as pulling rope,3,4
CES201606,445,15,stick,tralie,tralie,trellis,use stick as trellis,use stick as trellis,4,3
CES201606,780,19,stick,om mee te trekken,trekken,Pull,use stick as Pull,use stick as Pull,3,4
CES201606,1479,36,stick,tuinhek mee maken,tuinhek,garden gate,use stick as garden gate,use stick as garden gate,3,4
CES201606,1251,28,stick,tussen iemands spaken steken zodat die valt,tussen iemands spaken steken zodat valt,stick between someone's spokes so that it falls,use stick as stick between someone's spokes so that it falls,use stick as stick between someone's spokes so that it falls,4,4
CES201606,1022,22,stick,tussen twee palen om erop te zitten,tussen palen erop zitten,sit on it between posts,use stick as sit on it between posts,use stick as sit on it between posts,3,4
CES201606,673,18,stick,uithollen en klein maken voor een rietje ,uithollen klein rietje,hollow out small straw,use stick as hollow out small straw,use stick as hollow out small straw,5,4
CES201606,590,17,stick,vangen,vangen,catch,use stick as catch,use stick as catch,2,5
CES201606,774,19,stick,om iets in vast te prikken,vast prikken,pin down,use stick as pin down,use stick as pin down,2,5
CES201606,1163,26,stick,vastzetten van dingen,vastzetten dingen,pin things down,use stick as pin things down,use stick as pin things down,2,5
CES201606,879.2,20,stick, zo ver mogelijk als speerwerpen,ver mogelijk speerwerpen,throwing javelin as far as possible,use stick as throwing javelin as far as possible,use stick as throwing javelin as far as possible,2,4
CES201606,372,14,stick,als verlengde van je eigen arm gebruiken ,verlengde eigen arm,extend own arm,use stick as extend own arm,use stick as extend own arm,2,4
